created_date,job_title,job_title,min_salary,max_salary,salary_unit,city,district
2023-08-01,Android Developer,Software Engineer,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Technical Support Engineer,Technical Support Engineer,900.0,1000.0,USD,Hồ Chí Minh,
2023-08-01,Odoo Developer,Software Engineer,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Thực Tập Sinh Reactjs,Thực Tập Sinh Reactjs,1.0,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Project Manager,Project Manager,,,VND,Bình Dương,Thủ Dầu Một
2023-08-01,UI/UX Designer Intern,UI/UX Designer Intern,3.0,,VND,Hà Nội,Hai Bà Trưng
2023-08-01,Data Engineer (Focus Gcp) - Salary Up To $2800,Data Engineer (Focus Gcp) - Salary Up To $2800,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Iteration Manager - Salary Up To $3000,Iteration Manager - Salary Up To $3000,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Thực Tập Sinh Business Analyst,Thực Tập Sinh Business Analyst,3.0,,VND,Hà Nội,
2023-08-01,Developer Full-Stack,Software Engineer,800.0,1400.0,USD,Hồ Chí Minh,
2023-08-01,Thực Tập Sinh AI (Trí Tuệ Nhân Tạo),Thực Tập Sinh AI (Trí Tuệ Nhân Tạo),,,VND,Hà Nội,Thanh Xuân
2023-08-01,Technical Lead (.Net),Technical Lead (.Net),2500.0,,USD,Hà Nội,Đống Đa
2023-08-01,.Net Software Developer Fullstack,Software Engineer,15.0,,VND,Hồ Chí Minh,Bình Dương
2023-08-01,PHP Developer Intern,Software Engineer,2.0,4.0,VND,Hồ Chí Minh,Phú Nhuận
2023-08-01,Chăm Sóc Khách Hàng,Chăm Sóc Khách Hàng,7.0,,VND,Hà Nội,
2023-08-01,Thực Tập Sinh PHP,Thực Tập Sinh PHP,1.0,2.0,VND,Hồ Chí Minh,Quận 3
2023-08-01,Senior PHP Developer,Software Engineer,40.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Multimedia Designer,Multimedia Designer,,,VND,Hà Nội,Đống Đa
2023-08-01,Nhân Viên Phân Tích Dữ Liệu ( Junior Data Analyst),Nhân Viên Phân Tích Dữ Liệu ( Junior Data Analyst),,,VND,Hồ Chí Minh,Quận 1
2023-08-01,Java Backend 3 Years Experience,Java Backend 3 Years Experience,30.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Junior Front-End Developer (Reactjs),Software Engineer,,,VND,Đà Nẵng,Thanh Khê
2023-08-01,Senior Front-End Developer (Reactjs),Software Engineer,,,VND,Đà Nẵng,Thanh Khê
2023-08-01,Lập Trình Viên Backend (Làm Việc Tại Tp. HCM),Lập Trình Viên Backend (Làm Việc Tại Tp. HCM),,,VND,Hồ Chí Minh,Quận 3
2023-08-01,Thực Tập Sinh Lập Trình Mobile,Thực Tập Sinh Lập Trình Mobile,3.0,5.0,VND,Hà Nội,Thanh Xuân
2023-08-01,Business Analyst - Phân Tích Nghiệp Vụ IT (15M - 25M),Business Analyst - Phân Tích Nghiệp Vụ IT (15M - 25M),15.0,25.0,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Database Administrator,Database Administrator,20.0,45.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Japanese IT Comtor Leader,Japanese IT Comtor Leader,30.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Nhân Viên IT,Nhân Viên IT,,,VND,Hà Nội,Sóc Sơn
2023-08-01,Senior Tester (Manual),Senior Tester (Manual),,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Thực Tập Sinh React Native,Thực Tập Sinh React Native,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Senior UX/UI Designer,Senior UX/UI Designer,,,VND,Hồ Chí Minh,Quận 1
2023-08-01,Java Team Leader,Java Team Leader,50.0,,VND,Hà Nội,Hoàng Mai
2023-08-01,PHP Team Leader,PHP Team Leader,50.0,,VND,Hà Nội,"Hoàng Mai, Nam Từ Liêm"
2023-08-01,Nhân Viên IT Specialist,Nhân Viên IT Specialist,,,VND,Hồ Chí Minh,Quận 1
2023-08-01,"Frontend Developer (Reactjs, React Native)",Software Engineer,18.0,25.0,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Java Technical Leader Tại Đà Nẵng | Lương Tới $2000,Java Technical Leader Tại Đà Nẵng | Lương Tới $2000,2000.0,,USD,Đà Nẵng,Hải Châu
2023-08-01,Kỹ Sư Phát Triển Phần Mềm - Senior Java Developer,Software Engineer,,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Fresher/Junior Mobile Developer (React Native),Software Engineer,15.0,,VND,Hà Nội,Hoàng Mai
2023-08-01,Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),30.0,,VND,Hà Nội,"Nam Từ Liêm, Hoàng Mai"
2023-08-01,QA/QC Engineer,QA/QC Engineer,,,VND,Hồ Chí Minh,Thủ Đức
2023-08-01,Unity Game Developer (Upto 1500$) Ha Noi,Software Engineer,400.0,1500.0,USD,Hà Nội,Cầu Giấy
2023-08-01,"Lập Trình Viên Reactjs, Nodejs","Lập Trình Viên Reactjs, Nodejs",,,VND,Hà Nội,Cầu Giấy
2023-08-01,Senior Android Developer,Software Engineer,1500.0,,USD,Đà Nẵng,Sơn Trà
2023-08-01,Middle Android Developer,Software Engineer,1000.0,,USD,Đà Nẵng,Sơn Trà
2023-08-01,IOS Developer (Trên 1 Năm Kinh Nghiệm),Software Engineer,15.0,,VND,Đà Nẵng,Sơn Trà
2023-08-01,Rpa Developer ( Up To 30M - Có Cơ Hội Làm Việc Tại Nước Ngoài),Software Engineer,30.0,,VND,Hà Nội,
2023-08-01,Quản Lý Triển Khai Dự Án Phần Mềm,Quản Lý Triển Khai Dự Án Phần Mềm,15.0,25.0,VND,Hồ Chí Minh,Bình Chánh
2023-08-01,Cocos Creator,Cocos Creator,40.0,,VND,Hà Nội,
2023-08-01,Account Manager,Account Manager,14.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Java Developer,Software Engineer,2000.0,,USD,Hồ Chí Minh,Tân Bình
2023-08-01,"Backend Developer (C#,.Net)",Software Engineer,10.0,18.0,VND,Hà Nội,Đống Đa
2023-08-01,Junior Developer,Software Engineer,,,VND,Hồ Chí Minh,Quận 9
2023-08-01,Software Developer,Software Engineer,,,VND,Hà Nội,Hai Bà Trưng
2023-08-01,Backend Java Developer,Software Engineer,1000.0,1500.0,USD,Hồ Chí Minh,Quận 3
2023-08-01,IT Manager,IT Manager,,,VND,Hồ Chí Minh,Phú Nhuận
2023-08-01,Product Owner,Product Owner,8.0,25.0,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Nhân Viên Triển Khai Dự Án,Nhân Viên Triển Khai Dự Án,,,VND,Hà Nội,Đống Đa
2023-08-01,Frontend Developer (Vue.JS/Fabric.JS),Software Engineer,1500.0,,USD,Bình Dương,
2023-08-01,Kỹ Sư Hệ Thống Máy Chủ (System Server Engineer),Kỹ Sư Hệ Thống Máy Chủ (System Server Engineer),1000.0,,USD,Đà Nẵng,Liên Chiểu
2023-08-01,Manual Tester,Manual Tester,30.0,,VND,Hà Nội,"Cầu Giấy, Hoàn Kiếm"
2023-08-01,Automation Tester Engineer - Global Market,Automation Tester Engineer - Global Market,,,VND,Hà Nội: Từ Liêm: Hồ Chí Minh: Tân Bình,
2023-08-01,Thực Tập Sinh & Fresher C++ Engineer,Thực Tập Sinh & Fresher C++ Engineer,7.0,5.0,VND,Hà Nội,Ba Đình
2023-08-01,"Kỹ Sư Cầu Nối (Brse, N2/N1)","Kỹ Sư Cầu Nối (Brse, N2/N1)",25.0,50.0,VND,Hồ Chí Minh,Bình Thạnh
2023-08-01,Digital Content Marketing,Digital Content Marketing,15.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Chuyên Viên Điều Phối Dự Án IT - Dự Án Banking,Chuyên Viên Điều Phối Dự Án IT - Dự Án Banking,1200.0,,USD,Hà Nội,Cầu Giấy
2023-08-01,Chuyên Viên Lập Trình .Net,Chuyên Viên Lập Trình .Net,16.0,,VND,Hà Nội,Từ Liêm
2023-08-01,Thực Tập Sinh Lập Trình Mobile,Thực Tập Sinh Lập Trình Mobile,,,VND,Hà Nội,Từ Liêm
2023-08-01,Chuyên Viên Cao Cấp Kiểm Thử - Msbit Bu - Dxk - 3I055,Chuyên Viên Cao Cấp Kiểm Thử - Msbit Bu - Dxk - 3I055,,,VND,Hà Nội,
2023-08-01,Quản Trị Dự Án Phần Mềm,Quản Trị Dự Án Phần Mềm,25.0,30.0,VND,Hà Nội,Bắc Từ Liêm
2023-08-01,Lập Trình Viên Nodejs Tại Hà Nội,Lập Trình Viên Nodejs Tại Hà Nội,13.0,18.0,VND,Hà Nội,Bắc Từ Liêm
2023-08-01,Thực Tập Tiếng Đức (Tester Tiếng Đức),Thực Tập Tiếng Đức (Tester Tiếng Đức),,,VND,Hà Nội,Bắc Từ Liêm
2023-08-01,Thực Tập Tiếng Thái (Tester Tiếng Thái),Thực Tập Tiếng Thái (Tester Tiếng Thái),,,VND,Hà Nội,Bắc Từ Liêm
2023-08-01,Chuyên Viên IT,Chuyên Viên IT,9.0,12.0,VND,Hồ Chí Minh,Quận 10
2023-08-01,Nodejs Developer,Software Engineer,,,VND,Hồ Chí Minh,Bình Thạnh
2023-08-01,Project Manager - Global Market (Base Tech),Project Manager - Global Market (Base Tech),,,VND,Hà Nội,Từ Liêm
2023-08-01,"Business Analyst/ Product Owner - $1,200-$2,000 Gross","Business Analyst/ Product Owner - $1,200-$2,000 Gross",1200.0,2000.0,USD,Hà Nội,Đống Đa
2023-08-01,Nhân Viên IT,Nhân Viên IT,8.0,12.0,VND,Hồ Chí Minh,Tân Phú
2023-08-01,Lập Trình Viên Android,Lập Trình Viên Android,30.0,,VND,Hà Nội,Đống Đa
2023-08-01,Mobile Back-End Developer,Software Engineer,,,VND,Hà Nội,Thanh Xuân
2023-08-01,Kỹ Sư Triển Khai Hạ Tầng CNTT,Kỹ Sư Triển Khai Hạ Tầng CNTT,700.0,,USD,Hà Nội,Nam Từ Liêm
2023-08-01,Thực Tập Sinh Lập Trình Viên .Net,Thực Tập Sinh Lập Trình Viên .Net,,,VND,Hồ Chí Minh,Quận 3
2023-08-01,Junior Tester Manual - Chuyên Viên Kiểm Thử Phần Mềm,Junior Tester Manual - Chuyên Viên Kiểm Thử Phần Mềm,,,VND,Hà Nội,Hai Bà Trưng
2023-08-01,Flutter Developer [Hà Nội],Software Engineer,35.0,,VND,Hà Nội,Đống Đa
2023-08-01,Kỹ Sư Triển Khai Hệ Thống Phần Mềm,Kỹ Sư Triển Khai Hệ Thống Phần Mềm,700.0,,USD,Hà Nội,Nam Từ Liêm
2023-08-01,Server Engineer Internship,Server Engineer Internship,5.0,15.0,VND,Hồ Chí Minh,Quận 7
2023-08-01,Nhân Viên IT,Nhân Viên IT,8.0,,VND,Hồ Chí Minh,Bình Thạnh
2023-08-01,UX/UI Designer,UX/UI Designer,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Server Engineer,Server Engineer,30.0,,VND,Hà Nội,Bắc Từ Liêm
2023-08-01,Lập Trình Viên Vuejs/.Net Core,Lập Trình Viên Vuejs/.Net Core,10.0,16.0,VND,Nghệ An,TP Vinh
2023-08-01,Senior Product Owner,Senior Product Owner,,,VND,Hồ Chí Minh,Quận 1
2023-08-01,UX/UI Designer - Salary Upto 50M Gross - Phú Nhuận,UX/UI Designer - Salary Upto 50M Gross - Phú Nhuận,50.0,,VND,Hồ Chí Minh,Phú Nhuận
2023-08-01,Business Analyst - Nhân Viên Phân Tích Nghiệp Vụ Phần Mềm,Business Analyst - Nhân Viên Phân Tích Nghiệp Vụ Phần Mềm,,,VND,Hồ Chí Minh,Phú Nhuận
2023-08-01,Designer,Designer,,,VND,Hồ Chí Minh,Phú Nhuận
2023-08-01,Business Analyst (Lĩnh Vực Fintech),Business Analyst (Lĩnh Vực Fintech),20.0,30.0,VND,Hà Nội,Đống Đa
2023-08-01,Lead Back-End,Lead Back-End,,,VND,Cần Thơ,Ninh Kiều
2023-08-01,Lập Trình Viên Flutter,Lập Trình Viên Flutter,15.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Lập Trình Viên PHP,Lập Trình Viên PHP,10.0,20.0,VND,Hà Nội,Nam Từ Liêm
2023-08-01,AI Engineer (Nlp Engineer),AI Engineer (Nlp Engineer),,,VND,Hà Nội: Hai Bà Trưng: Đà Nẵng: Thanh Khê,
2023-08-01,Nhân Viên Kỹ Thuật Máy Tính - Hà Nội,Nhân Viên Kỹ Thuật Máy Tính - Hà Nội,9.0,12.0,VND,Hà Nội,Đống Đa
2023-08-01,Developer,Software Engineer,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Intern (Fresher Mobile Developer - Android And IOS),Software Engineer,10.0,12.0,VND,Đà Nẵng,Cẩm Lệ
2023-08-01,Trưởng Nhóm Vận Hành Dịch Vụ Và CSKH Lương Từ 20 Triệu +++,Trưởng Nhóm Vận Hành Dịch Vụ Và CSKH Lương Từ 20 Triệu +++,20.0,,VND,Hà Nội,Ba Đình
2023-08-01,Senior Java Developer (Up To 2300$),Software Engineer,2300.0,,USD,Hà Nội,Nam Từ Liêm
2023-08-01,Business Analyst (Japanese),Business Analyst (Japanese),1500.0,,USD,Hà Nội,
2023-08-01,Lập Trình Viên AI,Lập Trình Viên AI,,,VND,Hà Nội,Đống Đa
2023-08-01,Nhân Viên IT (Công Nghệ Thông Tin Phần Cứng),Nhân Viên IT (Công Nghệ Thông Tin Phần Cứng),10.0,,VND,Hà Nội,Đống Đa
2023-08-01,Flutter Developer (Middle - Senior/ Thị Trường Âu Mỹ/ Upto 40M),Software Engineer,40.0,,VND,Hà Nội,
2023-08-01,UI/UX Designer,UI/UX Designer,10.0,25.0,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Nhân Viên IT,Nhân Viên IT,,,VND,Bình Dương,Bến Cát
2023-08-01,Quản Trị Dự Án Phần Mềm (Project Manager),Quản Trị Dự Án Phần Mềm (Project Manager),35.0,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,React Native Developer,Software Engineer,1500.0,,USD,Hồ Chí Minh: Tân Bình: Đà Nẵng: Hải Châu,
2023-08-01,Product Owner (Mid - Level) Up To 40M,Product Owner (Mid - Level) Up To 40M,40.0,,VND,Hồ Chí Minh,Quận 7
2023-08-01,Lập Trình Viên Fullstack,Lập Trình Viên Fullstack,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Lead Back-End,Lead Back-End,,,VND,Cần Thơ,
2023-08-01,Middle Business Analyst,Middle Business Analyst,26.0,,VND,Hồ Chí Minh,"Quận 7, Quận 1"
2023-08-01,Marketing Executive (Blockchain Game),Marketing Executive (Blockchain Game),10.0,15.0,VND,Hà Nội,Ba Đình
2023-08-01,Unity Developer (Junior/Middle) - Lương Upto $1300,Software Engineer,1300.0,,USD,Hồ Chí Minh,Tân Bình
2023-08-01,Frontend Developer Thu Nhập $1000,Software Engineer,900.0,1000.0,USD,Hà Nội,Thanh Xuân
2023-08-01,Mobile Developer ( Thu Nhập $1000),Software Engineer,900.0,1000.0,USD,Hà Nội,Thanh Xuân
2023-08-01,Nhân Viên R&D,Nhân Viên R&D,20.0,,VND,Hà Nội,
2023-08-01,Senior Developer (Nodejs/.Net/Python),Software Engineer,2000.0,,USD,Hà Nội,
2023-08-01,Technical Leader (Nodejs/.Net/Python) Eng,Technical Leader (Nodejs/.Net/Python) Eng,,,VND,Hà Nội,
2023-08-01,Fresher Business Development (English/Japanese),Fresher Business Development (English/Japanese),15.0,,VND,Hà Nội,
2023-08-01,Delivery Manager Software Services (Senior Project Manager),Delivery Manager Software Services (Senior Project Manager),3000.0,,USD,Hà Nội,Cầu Giấy
2023-08-01,Nhân Viên IT Support,Nhân Viên IT Support,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Lập Trình Viên Mobile Developer ( Yêu Cầu 1 Năm Kinh Nghiệm),Software Engineer,15.0,23.0,VND,Hà Nội,Hai Bà Trưng
2023-08-01,Senior Game Designer,Senior Game Designer,35.0,,VND,Hà Nội,Thanh Xuân
2023-08-01,Thực Tập Sinh Game 2D Artist,Thực Tập Sinh Game 2D Artist,,,VND,Hà Nội,Thanh Xuân
2023-08-01,Golang Developer,Software Engineer,30.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,2D Game Animation,2D Game Animation,25.0,,VND,Hà Nội,Thanh Xuân
2023-08-01,JavaScript Developer (Up To 30M),Software Engineer,30.0,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,IT Project Manager,IT Project Manager,,,VND,Hà Nội: Nam Từ Liêm: Hồ Chí Minh: Quận 1,
2023-08-01,Lập Trình Java - Server Game,Lập Trình Java - Server Game,20.0,,VND,Hà Nội,Đống Đa
2023-08-01,Senior.Net Developer,Software Engineer,,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Developer (Senior),Software Engineer,,,VND,Hồ Chí Minh,Phú Nhuận
2023-08-01,Data Governance - Salary Up To $3000,Data Governance - Salary Up To $3000,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Data Engineer - Salary Up To $2800,Data Engineer - Salary Up To $2800,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Devops Engineer (Aws/Azure/Gcp) - Salary Up To $2800,Devops Engineer (Aws/Azure/Gcp) - Salary Up To $2800,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Linux Engineer - Salary Up To $2800,Linux Engineer - Salary Up To $2800,,,VND,Hà Nội,Cầu Giấy
2023-08-01,"Bridge Software Engineer (Brse) - Relocation Allowances Up To 100,000,000 Vnd","Bridge Software Engineer (Brse) - Relocation Allowances Up To 100,000,000 Vnd",,,VND,Thừa Thiên Huế,TP Huế
2023-08-01,"Project Manager - Relocation Allowances Up To 100,000,000 Vnd","Project Manager - Relocation Allowances Up To 100,000,000 Vnd",,,VND,Thừa Thiên Huế,TP Huế
2023-08-01,"Solution Architect (Cloud) - Relocation Allowances Up To 100,000,000 Vnd","Solution Architect (Cloud) - Relocation Allowances Up To 100,000,000 Vnd",,,VND,Thừa Thiên Huế: TP Huế: Đà Nẵng: Ngũ Hành Sơn,
2023-08-01,"Java Developer - Relocation Allowances Up To 100,000,000 Vnd",Software Engineer,,,VND,Thừa Thiên Huế,TP Huế
2023-08-01,Java Developer (Outsourcing),Software Engineer,17.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Automation/Manual Tester Intern [HN],Automation/Manual Tester Intern [HN],5.0,5.0,VND,Hà Nội,Ba Đình
2023-08-01,Full Stack Developer,Software Engineer,1000.0,3000.0,USD,Hà Nội,Cầu Giấy
2023-08-01,"2D Game Artist (Thu Nhập Tới 22M, Tự Chọn Thời Gian Làm Việc)","2D Game Artist (Thu Nhập Tới 22M, Tự Chọn Thời Gian Làm Việc)",22.0,,VND,Hà Nội,Thanh Xuân
2023-08-01,Flutter Developer (Từ 2 Yoe_ Tiếng Anh Giao Tiếp _ Dự Án Global )_Offer Upto 35M,Software Engineer,,,VND,Hà Nội,Cầu Giấy
2023-08-01,"Flutter Developer (Từ 3 Năm Kinh Nghiệm, Dự Án Kh Nước Ngoài, Cty IT>1200Ns)",Software Engineer,,,VND,Hà Nội,Cầu Giấy
2023-08-01,System Network Administrator And Coordinator - French Speaking,System Network Administrator And Coordinator - French Speaking,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,System Admin,System Admin,15.0,,VND,Hà Nội,
2023-08-01,Business Analyst Lead,Business Analyst Lead,25.0,50.0,VND,Hà Nội,Đống Đa
2023-08-01,Senior Business Analyst,Senior Business Analyst,20.0,35.0,VND,Hà Nội,Đống Đa
2023-08-01,Fresher Phát Triển Ứng Dụng - Lương 1200 Usd,Fresher Phát Triển Ứng Dụng - Lương 1200 Usd,,,VND,Nước Ngoài,
2023-08-01,Kỹ Sư Tự Động Hóa IT - Lương 2000 Usd,Kỹ Sư Tự Động Hóa IT - Lương 2000 Usd,,,VND,Nước Ngoài,
2023-08-01,Data Engineer,Data Engineer,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Nhân Viên IT - Hà Nội,Nhân Viên IT - Hà Nội,,,VND,Hà Nội,Hải Phòng
2023-08-01,Kỹ Sư Phần Mềm - Thu Nhập Tới 50 Triệu/ Tháng,Kỹ Sư Phần Mềm - Thu Nhập Tới 50 Triệu/ Tháng,12.0,50.0,VND,Hà Nội,Hoàng Mai
2023-08-01,Thực Tập Sinh Lập Trình Android Có Hỗ Trợ Lương ( Hà Nội),Thực Tập Sinh Lập Trình Android Có Hỗ Trợ Lương ( Hà Nội),3.0,4.0,VND,Hà Nội,Thanh Xuân
2023-08-01,Lập Trình Viên PHP Laravel Developer,Software Engineer,12.0,20.0,VND,Hồ Chí Minh,Gò Vấp
2023-08-01,Software Tester,Software Tester,25.0,,VND,Hồ Chí Minh,Bình Thạnh
2023-08-01,Java Web Developers [Onsite Japan],Software Engineer,,,VND,Nước Ngoài,
2023-08-01,"Junior Backend Developer (Java, Spring, Sql)",Software Engineer,15.0,25.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Fresher Frontend Developer - Upto 15 Triệu/Tháng - Thu Nhập 15-17 Tháng Lương/Năm,Software Engineer,15.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Unity Developer - Upto 40 Triệu/Tháng - Thu Nhập 15-20 Tháng Lương/Năm Tại Hà Nội,Software Engineer,40.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,"Fullstack Developer (.Net Core, Vuejs) Trên 3 Năm Kinh Nghiệm, Không Yêu Cầu Tiếng Anh",Software Engineer,20.0,30.0,VND,Hà Nội,Từ Liêm
2023-08-01,Nhân Viên IT,Nhân Viên IT,7.0,10.0,VND,Đà Nẵng,Hải Châu
2023-08-01,Trưởng Bộ Phận IT,Trưởng Bộ Phận IT,,,VND,Hoà Bình,Lương Sơn
2023-08-01,Senior Operations Engineer,Senior Operations Engineer,,,VND,Hồ Chí Minh,Quận 7
2023-08-01,Giảng Viên Bộ Môn AI Engineer (Dạy Ngoài Giờ Hành Chính) Khu Vực Hà Nội Và Hồ Chí Minh,Giảng Viên Bộ Môn AI Engineer (Dạy Ngoài Giờ Hành Chính) Khu Vực Hà Nội Và Hồ Chí Minh,,,VND,Hà Nội: Đống Đa: Hồ Chí Minh: Quận 3,
2023-08-01,Devops Engineer,Devops Engineer,12.0,20.0,VND,Hà Nội,Nam Từ Liêm
2023-08-01,QC Engineer - English Speaking,QC Engineer - English Speaking,23.0,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Project Manager - French Speaking,Project Manager - French Speaking,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Penetration Tester - English Speaking,Penetration Tester - English Speaking,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Middle Manual Tester (French Speaking),Middle Manual Tester (French Speaking),23.0,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Chuyên Viên Kiểm Soát Chất Lượng Từ 1-3 Yoe (Process Quality Assurance) Offer Upto 25M,Chuyên Viên Kiểm Soát Chất Lượng Từ 1-3 Yoe (Process Quality Assurance) Offer Upto 25M,,,VND,Hà Nội,
2023-08-01,Cộng Tác Viên Triển Khai Bản Vẽ Nhà Gỗ Nhật (Fulltime Tại Văn Phòng),Cộng Tác Viên Triển Khai Bản Vẽ Nhà Gỗ Nhật (Fulltime Tại Văn Phòng),5.0,6.0,VND,Hà Nội,Ba Đình
2023-08-01,Lập Trình Viên Java,Lập Trình Viên Java,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Business Analyst,Business Analyst,25.0,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Java Developer - Digital Banking Project,Software Engineer,1500.0,,USD,Hà Nội,Cầu Giấy
2023-08-01,System Engineer,System Engineer,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Nhân Viên Kỹ Thuật Máy Tính,Nhân Viên Kỹ Thuật Máy Tính,7.0,10.0,VND,Hồ Chí Minh,Tân Phú
2023-08-01,Golang/Nodejs Developer (Từ 2 Năm Kinh Nghiệm),Software Engineer,17.0,,VND,Hà Nội,
2023-08-01,Aws Engineer (Từ 2 Năm Kinh Nghiệm),Aws Engineer (Từ 2 Năm Kinh Nghiệm),20.0,,VND,Hà Nội,
2023-08-01,Quản Trị Dự Án Phần Mềm,Quản Trị Dự Án Phần Mềm,25.0,40.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Quản Trị Dự Án Phần Cứng,Quản Trị Dự Án Phần Cứng,20.0,40.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Lập Trình Viên Front-End,Lập Trình Viên Front-End,10.0,25.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Kỹ Sư Quản Trị Mạng & Bảo Mật,Kỹ Sư Quản Trị Mạng & Bảo Mật,10.0,30.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Lập Trình Viên .Net,Lập Trình Viên .Net,15.0,25.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Test Leader,Test Leader,25.0,40.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Junior QC/Tester,Junior QC/Tester,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Nhân Viên Nghiên Cứu Và Phát Triển Công Nghệ,Nhân Viên Nghiên Cứu Và Phát Triển Công Nghệ,,,VND,Hà Nội,Cầu Giấy
2023-08-01,IT Helpdesk,IT Helpdesk,,,VND,Hà Nội,Thanh Xuân
2023-08-01,IT Vận Hành Web-App E-Learning (Academy),IT Vận Hành Web-App E-Learning (Academy),12.0,17.0,VND,Hồ Chí Minh,Quận 3
2023-08-01,"Leader Fullstack Reactjs,Nodejs","Leader Fullstack Reactjs,Nodejs",2000.0,,USD,Hồ Chí Minh,Quận 2
2023-08-01,Business Analyst Fresher,Business Analyst Fresher,8.0,15.0,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Nhân Viên IT Support - Làm Việc Tại Tân Bình,Nhân Viên IT Support - Làm Việc Tại Tân Bình,9.0,13.0,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Nhân Viên IT Support,Nhân Viên IT Support,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Middle JavaScript Developer,Software Engineer,30.0,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Trưởng Nhóm Kiểm Soát Chất Lượng (Senior Process Quality Assurance),Trưởng Nhóm Kiểm Soát Chất Lượng (Senior Process Quality Assurance),25.0,30.0,VND,Hà Nội,Cầu Giấy
2023-08-01,IT Project Manager (Pm) (English And Japanese Speaking) - Upto $2000,IT Project Manager (Pm) (English And Japanese Speaking) - Upto $2000,2000.0,,USD,Hà Nội,Cầu Giấy
2023-08-01,Kỹ Sư Cầu Nối (Brse) Nhật Bản,Kỹ Sư Cầu Nối (Brse) Nhật Bản,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Nhân Viên Lập Trình Java,Nhân Viên Lập Trình Java,,,VND,Hồ Chí Minh,Gò Vấp
2023-08-01,Nhân Viên Network Engineer,Nhân Viên Network Engineer,,,VND,Bình Dương,Thuận An
2023-08-01,Service Developer,Software Engineer,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Aem Developer - Salary Up To $2800,Software Engineer,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Java Developer (Fullstack/Reactjs),Software Engineer,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Chuyên Viên Vận Hành Hệ Thống Phần Mềm,Chuyên Viên Vận Hành Hệ Thống Phần Mềm,,,VND,Hồ Chí Minh,Quận 2
2023-08-01,Middle Business Analyst (English Required),Middle Business Analyst (English Required),1700.0,,USD,Hà Nội,Nam Từ Liêm
