created_date,job_title,job_title,min_salary,max_salary,salary_unit,city,district
2023-08-01,Nhân Viên Kiểm Thử Phần Mềm,Nhân Viên Kiểm Thử Phần Mềm,8.0,12.0,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Lập Trình Viên Java Dự Án Banking,Lập Trình Viên Java Dự Án Banking,18.0,25.0,VND,Hà Nội,Thanh Xuân
2023-08-01,"Lập Trình Data Engineer (Etl, Big Data)","Lập Trình Data Engineer (Etl, Big Data)",12.0,20.0,VND,Hà Nội,Đống Đa
2023-08-01,.Net Developer | T11049,Software Engineer,20.0,60.0,VND,Hà Nội,Cầu Giấy
2023-08-01,QC Tester (Product - 4+ Years Of Experience),QC Tester (Product - 4+ Years Of Experience),2000.0,,USD,Hồ Chí Minh,Tân Bình
2023-08-01,Application Security,Application Security,2000.0,,USD,Hà Nội,Nam Từ Liêm
2023-08-01,Chuyên Viên Soc,Chuyên Viên Soc,2000.0,,USD,Hà Nội,Nam Từ Liêm
2023-08-01,Computer Vision Engineering,Computer Vision Engineering,1500.0,,USD,Hà Nội,Nam Từ Liêm
2023-08-01,Junior Mobile Developer - Upto 1000$,Software Engineer,1000.0,,USD,Hà Nội,Cầu Giấy
2023-08-01,Nhân Viên Phân Tích Nghiệp Vụ Phần Mềm (Ba),Nhân Viên Phân Tích Nghiệp Vụ Phần Mềm (Ba),,,VND,Hà Nội,Hà Đông
2023-08-01,Backend Developer,Software Engineer,,,VND,Hà Nội,Hà Đông
2023-08-01,Software Architect Senior,Software Architect Senior,50.0,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,HCM_Solution Architect - Salary Up To $3000,HCM_Solution Architect - Salary Up To $3000,3000.0,,USD,Hồ Chí Minh,Tân Bình
2023-08-01,HCM_Data Engineer,HCM_Data Engineer,2300.0,,USD,Hồ Chí Minh,Tân Bình
2023-08-01,Business Intelligence Analyst (Up To 14M),Business Intelligence Analyst (Up To 14M),14.0,,VND,Hồ Chí Minh,Gò Vấp
2023-08-01,Nhân Viên Kỹ Thuật Máy Tính,Nhân Viên Kỹ Thuật Máy Tính,7.0,15.0,VND,Hà Nội,Hai Bà Trưng
2023-08-01,IOS Developer,Software Engineer,,,VND,Hà Nội,Hồ Chí Minh
2023-08-01,Tester/QC,Tester/QC,10.0,15.0,VND,Hà Nội,Hà Đông
2023-08-01,Front-End Developer,Software Engineer,,,VND,Hà Nội,Hồ Chí Minh
2023-08-01,Python Developer,Software Engineer,,,VND,Hà Nội,Hồ Chí Minh
2023-08-01,Java Developer,Software Engineer,,,VND,Hà Nội,Hồ Chí Minh
2023-08-01,Sitecore Developer,Software Engineer,,,VND,Hà Nội,Hồ Chí Minh
2023-08-01,Embedded Software Engineer,Embedded Software Engineer,,,VND,Hà Nội: Đà Nẵng: Hồ Chí Minh,
2023-08-01,Web Engineer (Vuejs/Reactjs Frontend Developer ),Software Engineer,12.0,28.0,VND,Hồ Chí Minh,Quận 1
2023-08-01,Web Engineer (PHP Backend Developer),Software Engineer,12.0,38.0,VND,Hồ Chí Minh,Quận 1
2023-08-01,Senior Android Developer,Software Engineer,,,VND,Hồ Chí Minh,
2023-08-01,"Lập Trình Viên Fullstack (Java, Angular)","Lập Trình Viên Fullstack (Java, Angular)",25.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Chuyên Viên Phát Triển Phần Mềm Front End,Chuyên Viên Phát Triển Phần Mềm Front End,,,VND,Hà Nội,Đống Đa
2023-08-01,Senior Java Full Stack Developer,Software Engineer,2000.0,,USD,Hà Nội,Thanh Xuân
2023-08-01,Middle IOS Developer,Software Engineer,30.0,,VND,Hà Nội,
2023-08-01,Middle Android Developer,Software Engineer,30.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Unity Developer (Thực Tập Sinh Và Fresher) - Tại Cầu Giấy,Software Engineer,3.0,15.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Brse (Hybrid/Remote/Freelancer),Brse (Hybrid/Remote/Freelancer),2500.0,,USD,Hà Nội,
2023-08-01,Chuyên Viên An Toàn Bảo Mật Hệ Thống,Chuyên Viên An Toàn Bảo Mật Hệ Thống,18.0,22.0,VND,Hồ Chí Minh,
2023-08-01,Nhân Viên IT Helpdesk,Nhân Viên IT Helpdesk,10.0,14.0,VND,Hà Nội,
2023-08-01,PHP Developer (Senior),Software Engineer,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Thực Tập Sinh IT Helpdesk,Thực Tập Sinh IT Helpdesk,,,VND,Bình Dương,Tân Uyên
2023-08-01,Lập Trình Viên .Net Dưới 01 Năm Kinh Nghiệm,Lập Trình Viên .Net Dưới 01 Năm Kinh Nghiệm,16.0,,VND,Hà Nội,Hai Bà Trưng
2023-08-01,Lập Trình Viên .Net 03 Năm Kinh Nghiệm,Lập Trình Viên .Net 03 Năm Kinh Nghiệm,26.0,,VND,Hà Nội,Hai Bà Trưng
2023-08-01,Trợ Lý Dự Án (Pa),Trợ Lý Dự Án (Pa),9.0,13.0,VND,Hà Nội,Đống Đa
2023-08-01,"Microsoft Ax 2012, D365 Fo","Microsoft Ax 2012, D365 Fo",,,VND,Hà Nội: Cầu Giấy: Hồ Chí Minh: Quận 9,
2023-08-01,Thực Tập Sinh Thiết Kế Website,Thực Tập Sinh Thiết Kế Website,7.0,15.0,VND,Hồ Chí Minh,Quận 12
2023-08-01,Kỹ Sư Truyền Dẫn Quang (Optical Network - Dwdm),Kỹ Sư Truyền Dẫn Quang (Optical Network - Dwdm),,,VND,Hà Nội,Cầu Giấy
2023-08-01,Nhân Viên Hỗ Trợ Kỹ Thuật Mạng IT (IT Helpdesk),Nhân Viên Hỗ Trợ Kỹ Thuật Mạng IT (IT Helpdesk),10.0,,VND,Hà Nội,Thanh Xuân
2023-08-01,Manual Tester,Manual Tester,,,VND,Hà Nội,Hai Bà Trưng
2023-08-01,Embedded C/C++ Developer,Software Engineer,1200.0,,USD,Hà Nội,Cầu Giấy
2023-08-01,Nhân Viên IT Help Desk / IT Support,Nhân Viên IT Help Desk / IT Support,10.0,,VND,Hồ Chí Minh,Quận 10
2023-08-01,Game Product Manager,Game Product Manager,,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Sap Abap Developer_Signing Bonus Up To 40M,Software Engineer,,,VND,Hồ Chí Minh,Quận 9
2023-08-01,Android Embedded Software Development (Connectivity/Wireless),Android Embedded Software Development (Connectivity/Wireless),,,VND,Hà Nội,
2023-08-01,Project Manager,Project Manager,,,VND,Hồ Chí Minh,Quận 3
2023-08-01,Database Administrator (Dba),Database Administrator (Dba),,,VND,Hà Nội,
2023-08-01,Business Analyst (Middle/Senior),Business Analyst (Middle/Senior),,,VND,Hồ Chí Minh,Quận 3
2023-08-01,Backend Java Developer,Software Engineer,1000.0,,USD,Hồ Chí Minh,
2023-08-01,Thực Tập Sinh IT Helpdesk (IT Support),Thực Tập Sinh IT Helpdesk (IT Support),,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Blockchain Developer,Software Engineer,2500.0,,USD,Hồ Chí Minh,Gò Vấp
2023-08-01,"Software Engineer (Fullstack, Senior)","Software Engineer (Fullstack, Senior)",,,VND,Hà Nội,Thanh Xuân
2023-08-01,"Giám Sát An Toàn Thông Tin Soc Tier 3 (HN, HCM)","Giám Sát An Toàn Thông Tin Soc Tier 3 (HN, HCM)",,,VND,Hồ Chí Minh: Quận 10: Hà Nội: Nam Từ Liêm,
2023-08-01,Pentester - HCM (Kỹ Sư Kiểm Thử Xâm Nhập),Pentester - HCM (Kỹ Sư Kiểm Thử Xâm Nhập),,,VND,Hồ Chí Minh,Quận 10
2023-08-01,Data Analyst 900-1200Usd,Data Analyst 900-1200Usd,900.0,1200.0,USD,Hà Nội,Hai Bà Trưng
2023-08-01,System Administrator IT Engineer,System Administrator IT Engineer,13.0,,VND,Hồ Chí Minh,
2023-08-01,IT Helpdesk (Kinh Nghiệm Vận Hành Pos),IT Helpdesk (Kinh Nghiệm Vận Hành Pos),,,VND,Hà Nội,Tây Hồ
2023-08-01,.Net Developer (Asp .Net Core),Software Engineer,800.0,2500.0,USD,Hồ Chí Minh,Gò Vấp
2023-08-01,Technical Leader,Technical Leader,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Thực Tập Sinh QC,Thực Tập Sinh QC,5.0,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Junior Data Engineer,Junior Data Engineer,,,VND,Hà Nội,Hai Bà Trưng
2023-08-01,Project Manager (Base Tech - Upto 55M),Project Manager (Base Tech - Upto 55M),55.0,,VND,Hà Nội,
2023-08-01,Microsoft Cloud Support Specialist L3 - Salary Up To $2000,Microsoft Cloud Support Specialist L3 - Salary Up To $2000,,,VND,Đà Nẵng,Ngũ Hành Sơn
2023-08-01,.Net Technical Lead - Salary Up To $3000,.Net Technical Lead - Salary Up To $3000,,,VND,Đà Nẵng,Ngũ Hành Sơn
2023-08-01,Senior System Analyst - Salary Up To $2500,Senior System Analyst - Salary Up To $2500,,,VND,Đà Nẵng,Ngũ Hành Sơn
2023-08-01,IT Business Analyst (Middle/Senior),IT Business Analyst (Middle/Senior),,,VND,Đồng Nai,
2023-08-01,Nhân Viên Content Marketing,Nhân Viên Content Marketing,9.0,12.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Lập Trình Viên IOS (Salary Upto 25M/Month),Lập Trình Viên IOS (Salary Upto 25M/Month),25.0,,VND,Hà Nội,Hoàng Mai
2023-08-01,"Mobile Developer (IOS, Android) [Hà Nội] - Yêu Cầu Tiếng Nhật N3, Lương Cơ Bản Upto $3000",Software Engineer,3000.0,,USD,Hà Nội,Đống Đa
2023-08-01,Lập Trình Java - Senior Developer,Software Engineer,,,VND,Hà Nội,Thanh Xuân
2023-08-01,Lập Trình Viên IOS,Lập Trình Viên IOS,1500.0,,USD,Hà Nội,Cầu Giấy
2023-08-01,IT Support,IT Support,12.0,15.0,VND,Hà Nội,Thanh Xuân
2023-08-01,AI Enigneer,AI Enigneer,,,VND,Hồ Chí Minh,Quận 4
2023-08-01,Nhân Viên IT Khu Vực Đà Lạt,Nhân Viên IT Khu Vực Đà Lạt,5.0,10.0,VND,Lâm Đồng,TP Đà Lạt
2023-08-01,Powerbi/Looker Developer (Offer Upto $2000),Software Engineer,35.0,45.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Lập Trình Viên Web App - React JS Làm Việc Tại Nghệ An,Lập Trình Viên Web App - React JS Làm Việc Tại Nghệ An,10.0,18.0,VND,Nghệ An,TP Vinh
2023-08-01,Information Systems Staff,Information Systems Staff,363.0,,USD,Hà Nam,"Duy Tiên, Thanh Liêm"
2023-08-01,Chuyên Viên Quản Trị Cơ Sở Dữ Liệu (Csdl)/Senior Database Administrator,Chuyên Viên Quản Trị Cơ Sở Dữ Liệu (Csdl)/Senior Database Administrator,12.0,25.0,VND,Hồ Chí Minh,Quận 3
2023-08-01,Java Developer,Software Engineer,2000.0,,USD,Hồ Chí Minh,Tân Bình
2023-08-01,Nhân Viên Kỹ Thuật Hậu Kiểm,Nhân Viên Kỹ Thuật Hậu Kiểm,8.0,,VND,Bắc Ninh,Quế Võ
2023-08-01,Nodejs Developer,Software Engineer,1500.0,,USD,Hồ Chí Minh,Gò Vấp
2023-08-01,"Lập Trình Viên Front End Angular, Reactjs,Vuejs","Lập Trình Viên Front End Angular, Reactjs,Vuejs",15.0,,VND,Hà Nội,Hà Đông
2023-08-01,Nhân Viên Manual Tester (QA/QC Tester),Nhân Viên Manual Tester (QA/QC Tester),10.0,14.0,VND,Hồ Chí Minh,Tân Bình
2023-08-01,"Senior Back End Dev (Nodejs, Python Or Golang)","Senior Back End Dev (Nodejs, Python Or Golang)",,,VND,Hà Nội,Ba Đình
2023-08-01,Middle Front End Dev (Reactjs),Middle Front End Dev (Reactjs),,,VND,Hà Nội,Ba Đình
2023-08-01,Java Developer Intern/Fresher (Làm Việc Tại HCM),Software Engineer,,,VND,Hồ Chí Minh,Bình Thạnh
2023-08-01,Java Developer (Cao Lãnh),Software Engineer,,,VND,Đồng Tháp,Cao Lãnh
2023-08-01,Mobile Developer (Android/IOS/Cao Lãnh),Software Engineer,,,VND,Đồng Tháp,Cao Lãnh
2023-08-01,Kỹ Sư Mạng & Bảo Mật (Network Engineer),Kỹ Sư Mạng & Bảo Mật (Network Engineer),40.0,,VND,Hà Nội,Tây Hồ
2023-08-01,Manual Tester (Cao Lãnh),Manual Tester (Cao Lãnh),,,VND,Đồng Tháp,Cao Lãnh
2023-08-01,.Net Developer (C#),Software Engineer,2200.0,,USD,Hồ Chí Minh,Đà Nẵng
2023-08-01,Middle Fullstack,Middle Fullstack,20.0,30.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Lập Trình Viên Unity (Unity Developer - All Level),Software Engineer,2000.0,,USD,Hà Nội,Thanh Xuân
2023-08-01,Software Mid-Level Engineer,Software Mid-Level Engineer,1300.0,,USD,Hà Nội,Đống Đa
2023-08-01,Backend Developer (Upto 25M),Software Engineer,25.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,3D Artist Game Tại Cầu Giấy,3D Artist Game Tại Cầu Giấy,6.0,15.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Fresher/Junior System Monitor Support,Fresher/Junior System Monitor Support,,,VND,Hồ Chí Minh,Thủ Đức
2023-08-01,Frontend Developer (React/Vuejs),Software Engineer,,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Nhân Viên Game Designer,Nhân Viên Game Designer,,,VND,Hồ Chí Minh,Quận 1
2023-08-01,Tester (Tiếng Nhật),Tester (Tiếng Nhật),,,VND,Hà Nội,Cầu Giấy
2023-08-01,Nhân Viên Kỹ Thuật Máy Photocopy - Máy In,Nhân Viên Kỹ Thuật Máy Photocopy - Máy In,12.0,,VND,Long An,Bến Lức
2023-08-01,Nhân Viên Lập Trình Fontend Fonteend ( Thanh Hóa ),Nhân Viên Lập Trình Fontend Fonteend ( Thanh Hóa ),,,VND,Thanh Hoá,TP Thanh Hoá
2023-08-01,Nhân Viên JavaScript Fullstack Dev Nodejs ( Thanh Hóa ),Nhân Viên JavaScript Fullstack Dev Nodejs ( Thanh Hóa ),10.0,35.0,VND,Thanh Hoá,TP Thanh Hoá
2023-08-01,Kỹ Sư IT Tại Hà Nội (Lương Cứng Từ 10Tr - 20Tr),Kỹ Sư IT Tại Hà Nội (Lương Cứng Từ 10Tr - 20Tr),10.0,,VND,Hà Nội,
2023-08-01,Nhân Viên IT,Nhân Viên IT,10.0,20.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Thực Tập Sinh Dev Net,Thực Tập Sinh Dev Net,,,VND,Hà Nội,Thanh Xuân
2023-08-01,Trưởng Nhóm Phân Tích Nghiệp Vụ (Business Analyst) - Hà Nội,Trưởng Nhóm Phân Tích Nghiệp Vụ (Business Analyst) - Hà Nội,15.0,,VND,Hà Nội,Thanh Xuân
2023-08-01,Service Desk,Service Desk,11.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Devops (Up To 40M),Devops (Up To 40M),1800.0,,USD,Hà Nội,Nam Từ Liêm
2023-08-01,Nhân Viên Vi Tính (Co.Opmart Gò Công),Nhân Viên Vi Tính (Co.Opmart Gò Công),,,VND,Tiền Giang,
2023-08-01,Chuyên Viên Quản Trị Mạng,Chuyên Viên Quản Trị Mạng,1200.0,,USD,Hà Nội,Nam Từ Liêm
2023-08-01,Senior QC (Manual Test),Senior QC (Manual Test),,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Chuyên Viên IT - IT Helpdesk Quận 7,Chuyên Viên IT - IT Helpdesk Quận 7,10.0,12.0,VND,Hồ Chí Minh,Quận 7
2023-08-01,Lập Trình Viên PHP,Lập Trình Viên PHP,10.0,20.0,VND,Hồ Chí Minh,Bình Thạnh
2023-08-01,Software Project Manager (Vietnamese),Software Project Manager (Vietnamese),1500.0,,USD,Hà Nội,
2023-08-01,Junior System Monitor Support (HCM),Junior System Monitor Support (HCM),,,VND,Hồ Chí Minh,Thủ Đức
2023-08-01,Nhân Viên Content Marketing,Nhân Viên Content Marketing,1000.0,,USD,Hà Nội,Nam Từ Liêm
2023-08-01,"Fullstack PHP Developer (Mark-Up, JavaScript, Symfony)",Software Engineer,20.0,30.0,VND,Hồ Chí Minh,Bình Thạnh
2023-08-01,Lập Trình Viên Java Web (2 Năm Kinh Nghiệm),Lập Trình Viên Java Web (2 Năm Kinh Nghiệm),30.0,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Java Web Developer (2 Năm Kinh Nghiệm),Software Engineer,30.0,,VND,Hà Nội,Nam Từ Liêm
2023-08-01,"Junior Software Quality Assurnace For A Y Combinator Fintech Startup, Salary From 11M Vnd","Junior Software Quality Assurnace For A Y Combinator Fintech Startup, Salary From 11M Vnd",11.0,,VND,Hồ Chí Minh,Bình Thạnh
2023-08-01,Chuyên Viên Quản Trị Ứng Dụng Thu Nhập 25M-30M Đi Làm Ngay,Chuyên Viên Quản Trị Ứng Dụng Thu Nhập 25M-30M Đi Làm Ngay,25.0,30.0,VND,Hà Nội,Cầu Giấy
2023-08-01,"Giáo Viên Sư Phạm Kỹ Thuật, Công Nghệ Thông Tin, Điện - Điện Tử, Tự Động Hoá, Robotics (Dạy Ca Linh Hoạt, Thu Nhập Upto 12Tr/ Tháng)","Giáo Viên Sư Phạm Kỹ Thuật, Công Nghệ Thông Tin, Điện - Điện Tử, Tự Động Hoá, Robotics (Dạy Ca Linh Hoạt, Thu Nhập Upto 12Tr/ Tháng)",12.0,,VND,"Hồ Chí Minh: Quận 2, Bình Thạnh, Quận 3, Phú Nhuận, Gò Vấp, Tân Bình, Tân Phú, Bình Tân, Quận 11, Quận 7: Bình Dương: Thủ Dầu Một",
2023-08-01,Giáo Viên Công Nghệ Stem [Hồ Chí Minh/ Bình Dương],Giáo Viên Công Nghệ Stem [Hồ Chí Minh/ Bình Dương],12.0,,VND,"Hồ Chí Minh: Bình Tân, Gò Vấp, Quận 2, Quận 7, Bình Thạnh, Quận 3, Tân Bình, Phú Nhuận, Tân Phú, Quận 11: Bình Dương: Thủ Dầu Một",
2023-08-01,Senior Business Analyst,Senior Business Analyst,50.0,,VND,Hà Nội: Đà Nẵng: Hồ Chí Minh,
2023-08-01,Lập Trình Viên Mobile (Flutter Developer),Software Engineer,15.0,25.0,VND,Hà Nội,Hà Đông
2023-08-01,Senior Full-Stack Developer,Software Engineer,2000.0,4000.0,USD,Hà Nội,Hồ Chí Minh
2023-08-01,Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Cầu Giấy-Tp.Hà Nội],Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Cầu Giấy-Tp.Hà Nội],7.0,10.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Hoàng Mai-Tp.Hà Nội],Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Hoàng Mai-Tp.Hà Nội],7.0,10.0,VND,Hà Nội,Hoàng Mai
2023-08-01,Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Đống Đa-Tp.Hà Nội],Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Đống Đa-Tp.Hà Nội],7.0,10.0,VND,Hà Nội,Đống Đa
2023-08-01,"Lập Trình Viên Java Tại Hà Đông, Hà Nội","Lập Trình Viên Java Tại Hà Đông, Hà Nội",12.0,25.0,VND,Hà Nội,Hà Đông
2023-08-01,Thực Tập Sinh Hỗ Trợ Kỹ Thuật IT ( IT Support / IT Helpdesk ),Thực Tập Sinh Hỗ Trợ Kỹ Thuật IT ( IT Support / IT Helpdesk ),,,VND,Hồ Chí Minh,"Thủ Đức, Nhà Bè, Quận 6, Quận 7, Quận 12, Bình Chánh"
2023-08-01,Game Designer,Game Designer,10.0,,VND,Hà Nội,
2023-08-01,Learning & Development Supervisor,Learning & Development Supervisor,,,VND,Hồ Chí Minh,Quận 12
2023-08-01,Lập Trình Mobile,Lập Trình Mobile,13.0,15.0,VND,Hà Nội,Thanh Xuân
2023-08-01,Leader Lập Trình Mobile,Leader Lập Trình Mobile,25.0,30.0,VND,Hà Nội,Thanh Xuân
2023-08-01,Lập Trình Web,Lập Trình Web,13.0,15.0,VND,Hà Nội,Thanh Xuân
2023-08-01,Magento Developer (PHP),Software Engineer,7.0,12.0,VND,Hà Nội,Hoàng Mai
2023-08-01,Thực Tập Sinh Marketing (Có Lương),Thực Tập Sinh Marketing (Có Lương),3.0,,VND,Hà Nội,Bắc Từ Liêm
2023-08-01,Junior .Net Developer,Software Engineer,,,VND,Hà Nội,Thanh Xuân
2023-08-01,"Middle/Senior Backend .Net Devs (C#, Sql)","Middle/Senior Backend .Net Devs (C#, Sql)",25.0,35.0,VND,Hồ Chí Minh,Quận 1
2023-08-01,Lập Trình Viên Microsoft Powerapps,Lập Trình Viên Microsoft Powerapps,15.0,25.0,VND,Hà Nội,Cầu Giấy
2023-08-01,Software Developer (Remote),Software Engineer,1000.0,2000.0,USD,Hà Nội,Hồ Chí Minh
2023-08-01,Chuyên Viên Kiểm Thử Phần Mềm,Chuyên Viên Kiểm Thử Phần Mềm,17.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Intern Web Developer,Software Engineer,,,VND,Thanh Hoá,TP Thanh Hoá
2023-08-01,Thực Tập Sinh Lập Trình Web,Thực Tập Sinh Lập Trình Web,,,VND,Hà Nội,Thanh Xuân
2023-08-01,"Fullstack (C/C++, C#, Python) Engineer","Fullstack (C/C++, C#, Python) Engineer",,,VND,Hà Nội,
2023-08-01,Chuyên Viên Data Engineer Từ 3 Yoe ( Tiếng Anh Giao Tiếp Tốt ) Offer Upto $2000,Chuyên Viên Data Engineer Từ 3 Yoe ( Tiếng Anh Giao Tiếp Tốt ) Offer Upto $2000,,,VND,Hà Nội,Cầu Giấy
2023-08-01,Java Developer (Junior/Senior),Software Engineer,40.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),1000.0,,USD,Hà Nội,Cầu Giấy
2023-08-01,Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),1500.0,,USD,Hà Nội,
2023-08-01,Automation Test - T4035,Automation Test - T4035,,,VND,Hà Nội,Cầu Giấy
2023-08-01,IT Helpdesk In Vtk Industrial Park ( Hưng Yên Province),IT Helpdesk In Vtk Industrial Park ( Hưng Yên Province),,,VND,Hưng Yên: Văn Giang: Hà Nội: Nam Từ Liêm,
2023-08-01,Nhân Viên Kỹ Thuật (Mức Lương 8 -15 Triệu),Nhân Viên Kỹ Thuật (Mức Lương 8 -15 Triệu),8.0,15.0,VND,Hà Nội,Hoàng Mai
2023-08-01,Senior .Net (Từ 5-12 Năm Kinh Nghiệm),Senior .Net (Từ 5-12 Năm Kinh Nghiệm),,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Fresher Tester - 06 Tháng Kinh Nghiệm - Offer Up To 10 Triệu/Tháng,Fresher Tester - 06 Tháng Kinh Nghiệm - Offer Up To 10 Triệu/Tháng,10.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Devops Engineer,Devops Engineer,25.0,,VND,Hà Nội,Tây Hồ
2023-08-01,Nhân Viên Hệ Thống Mạng - Lương Lên Đến 13 Triệu,Nhân Viên Hệ Thống Mạng - Lương Lên Đến 13 Triệu,13.0,,VND,Hà Nội,Thanh Trì
2023-08-01,Senior Fullstack Developer,Software Engineer,1500.0,,USD,Hồ Chí Minh,Quận 1
2023-08-01,Lập Trình Viên Microsoft Powerapps,Lập Trình Viên Microsoft Powerapps,15.0,25.0,VND,Hà Nội,Cầu Giấy
2023-08-01,"Business Analyst $1,200 - $2,000 Gross","Business Analyst $1,200 - $2,000 Gross",1200.0,2000.0,USD,Hà Nội,Đống Đa
2023-08-01,Digital Marketing,Digital Marketing,,,VND,Hà Nội,Hà Đông
2023-08-01,Senior Manual Tester - Ta 130 - Hà Nội,Senior Manual Tester - Ta 130 - Hà Nội,25.0,,VND,Hà Nội,Đống Đa
2023-08-01,Senior IT Comtor Korean - Upto 1800$,Senior IT Comtor Korean - Upto 1800$,40.0,,VND,Hà Nội,
2023-08-01,Middle/ Senior Reactjs Developer,Software Engineer,,,VND,Hồ Chí Minh,Phú Nhuận
2023-08-01,Business Development Executive,Business Development Executive,1000.0,,USD,Hà Nội,Cầu Giấy
2023-08-01,Business Analyst - Lương Cứng Upto 30M,Business Analyst - Lương Cứng Upto 30M,30.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Android Software Development (Bsp),Android Software Development (Bsp),,,VND,Hà Nội,Từ Liêm
2023-08-01,Nhân Viên Phát Triển Tool Trong Cad,Nhân Viên Phát Triển Tool Trong Cad,15.0,25.0,VND,Hà Nội,Hai Bà Trưng
2023-08-01,Lập Trình Viên (Mễ Trì - Hà Nội),Lập Trình Viên (Mễ Trì - Hà Nội),20.0,25.0,VND,Hà Nội,Nam Từ Liêm
2023-08-01,Scrum Master,Scrum Master,35.0,,VND,Hà Nội,Hoàn Kiếm
2023-08-01,"Nhân Viên Kỹ Thuật Phần Cứng - Mạng, Lương 7-12 Triệu + Phụ Cấp","Nhân Viên Kỹ Thuật Phần Cứng - Mạng, Lương 7-12 Triệu + Phụ Cấp",7.0,12.0,VND,Hà Nội: Cầu Giấy: Hồ Chí Minh: Thủ Đức,
2023-08-01,.Net Developer (Middle/Senior),Software Engineer,,,VND,Hồ Chí Minh,
2023-08-01,Nhân Viên IT Web ( Lập Trình Viên ),Nhân Viên IT Web ( Lập Trình Viên ),6.0,15.0,VND,Bình Định,TP Quy Nhơn
2023-08-01,"IT Support (English, Network, Ccna..)","IT Support (English, Network, Ccna..)",,,VND,Hà Nội,Ba Đình
2023-08-01,Junior .Net Developer,Software Engineer,10.0,16.0,VND,Hà Nội,
2023-08-01,IT Nội Bộ,IT Nội Bộ,9.0,,VND,Hà Nội,Hà Đông
2023-08-01,IT Nội Bộ,IT Nội Bộ,9.0,,VND,Hà Nội,Hà Đông
2023-08-01,.Net Developer - Up To 25 Triệu,Software Engineer,25.0,,VND,Hồ Chí Minh,Bình Thạnh
2023-08-01,Java Team Leader (Upto40M),Java Team Leader (Upto40M),40.0,,VND,Hà Nội,Tây Hồ
2023-08-01,Nhân Viên Kỹ Thuật Viễn Thông,Nhân Viên Kỹ Thuật Viễn Thông,8.0,20.0,VND,Hà Nội,Đống Đa
2023-08-01,Trưởng Nhóm IT Web,Trưởng Nhóm IT Web,15.0,,VND,Hà Nội,Cầu Giấy
2023-08-01,Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),15.0,30.0,VND,Hà Nội,Thanh Xuân
2023-08-01,Backend/ Data Engineering Intern (Up To 11M),Backend/ Data Engineering Intern (Up To 11M),11.0,,VND,Hà Nội,Hai Bà Trưng
2023-08-01,Chuyên Viên Phân Tích Nghiệp Vụ (Ba),Chuyên Viên Phân Tích Nghiệp Vụ (Ba),,,VND,Hà Nội,Cầu Giấy
2023-08-01,Software Product Owner,Software Product Owner,,,VND,Hồ Chí Minh,Tân Bình
2023-08-01,Lập Trình Viên Java Backend,Lập Trình Viên Java Backend,600.0,1500.0,USD,Hà Nội,Hai Bà Trưng
2023-08-01,"Java Developer Từ 3 Năm Kinh Nghiệm - Dự Án Hàn Quốc - Không Yêu Cầu Tiếng Anh, Tiếng Hàn - Lương Up To 35 Triệu Gross",Software Engineer,35.0,,VND,Hà Nội,Từ Liêm
2023-08-01,Product Owner (Upto 25M),Product Owner (Upto 25M),25.0,,VND,Hà Nội,Thanh Xuân
